,loan_installments_bucket_label_enc,loan_tenure_bucket_label_enc,Age_bucket_label_enc,monthly_expenses_bucket_label_enc,annual_income_bucket_label_enc,house_area_bucket_label_enc,sex_label_enc,social_class_label_enc,social_class_label_enc,secondary_business_label_enc,type_of_house_label_enc,loan_purpose_label_enc,social_class_label_enc,social_class_label_enc,city_trgt_label_enc,primary_busn_label_enc
3985,0,0,1,1,1,2,0,2,2,0,2,3,2,2,11,27
28023,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
27873,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
27723,0,0,1,1,3,2,0,4,4,0,3,10,4,4,11,20
15785,0,0,0,0,3,1,0,3,3,0,3,17,3,3,5,10
5103,1,0,1,1,4,1,0,2,2,0,1,7,2,2,11,20
2659,0,0,1,1,3,1,0,3,3,0,1,28,3,3,11,20
21143,0,0,1,1,3,1,0,2,2,0,3,33,2,2,14,20
3466,0,0,1,1,3,1,0,1,1,0,2,13,1,1,11,26
22698,0,0,0,1,3,1,0,0,0,2,3,21,0,0,11,20
12752,0,0,1,1,0,0,1,4,4,4,0,19,4,4,11,20
25532,0,0,1,1,3,1,0,3,3,0,3,21,3,3,1,13
39444,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
14410,1,0,1,1,4,1,0,2,2,0,2,3,2,2,7,27
5912,1,0,0,1,4,1,0,3,3,0,2,1,3,3,11,20
38861,0,0,1,0,5,1,0,1,1,0,3,3,1,1,11,27
32964,0,0,1,1,4,2,1,1,1,2,2,3,1,1,17,27
15375,1,0,0,1,1,1,0,1,1,0,2,21,1,1,11,20
22737,0,0,1,1,5,1,1,3,3,0,1,10,3,3,13,20
9765,0,0,0,1,0,0,0,4,4,0,0,21,4,4,14,13
9946,0,0,1,1,0,0,0,4,4,0,2,10,4,4,10,20
33765,1,1,1,1,5,1,0,4,4,4,1,12,4,4,11,20
33603,0,0,1,1,3,2,0,3,3,0,3,14,3,3,14,29
1010,1,0,1,1,4,1,0,1,1,0,2,15,1,1,6,20
20542,0,0,0,1,4,1,0,1,1,0,3,3,1,1,13,27
2470,1,1,0,1,4,1,1,2,2,0,2,17,2,2,14,19
30697,0,0,1,0,2,1,0,1,1,4,2,14,1,1,16,20
26018,0,0,1,0,2,1,0,1,1,4,2,14,1,1,16,20
29973,0,0,0,0,3,3,0,3,3,0,3,3,3,3,5,32
13400,0,0,1,1,1,1,0,1,1,4,3,21,1,1,11,22
5446,1,0,1,1,1,1,1,1,1,0,2,31,1,1,8,20
6753,1,0,1,1,4,1,0,0,0,0,2,1,0,0,7,20
35969,0,0,1,2,5,1,0,1,1,0,1,16,1,1,3,20
36177,0,0,1,1,4,1,0,1,1,0,1,29,1,1,3,20
15907,1,0,1,0,3,2,0,3,3,2,3,14,3,3,12,4
5266,0,0,0,1,1,1,0,0,0,4,2,21,0,0,11,13
6670,0,0,1,1,2,2,0,3,3,0,3,2,3,3,14,18
17003,1,0,1,1,1,2,0,0,0,0,2,17,0,0,8,10
30375,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,32
27431,1,0,1,1,1,2,0,1,1,0,2,4,1,1,11,20
30679,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
13317,1,0,1,2,4,1,0,3,3,2,3,3,3,3,9,27
5272,1,0,0,1,4,1,0,2,2,0,1,3,2,2,7,27
37124,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
3822,0,0,1,1,1,1,0,3,3,0,3,3,3,3,14,27
16718,1,0,0,1,4,1,0,3,3,0,2,21,3,3,7,13
27892,0,0,1,1,4,2,0,1,1,2,2,1,1,1,17,20
12591,0,0,1,1,0,0,0,4,4,0,2,3,4,4,11,27
29255,1,0,1,1,4,1,0,1,1,0,2,17,1,1,8,10
23190,0,0,1,1,2,1,0,1,1,4,3,3,1,1,11,27
12269,0,0,0,0,0,0,0,4,4,0,3,1,4,4,11,30
12055,1,0,1,1,0,0,0,4,4,0,2,12,4,4,11,20
783,0,0,1,2,2,3,0,0,0,0,2,2,0,0,11,18
13379,1,0,1,1,1,1,0,1,1,0,2,28,1,1,11,20
19297,1,0,1,1,1,1,0,1,1,0,2,7,1,1,11,20
7896,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,25
23438,1,0,1,1,4,1,0,1,1,0,3,17,1,1,18,15
1087,0,0,1,1,1,1,0,3,3,4,3,1,3,3,2,20
732,0,0,1,1,3,2,1,4,4,0,2,26,4,4,11,20
19895,0,0,1,0,2,1,0,3,3,1,2,14,3,3,11,20
32991,0,0,0,0,3,1,0,2,2,0,3,3,2,2,14,27
14100,0,0,1,1,2,2,0,3,3,0,3,3,3,3,14,27
144,0,0,1,0,2,2,0,3,3,0,1,2,3,3,11,18
13603,0,0,1,1,4,3,0,3,3,0,3,13,3,3,14,26
9291,1,0,1,1,0,0,0,4,4,0,3,28,4,4,11,20
6551,0,0,1,1,2,2,0,2,2,0,1,31,2,2,11,20
6640,1,0,1,1,1,1,0,1,1,0,2,1,1,1,11,30
4776,0,0,1,1,1,1,0,1,1,0,2,6,1,1,11,20
28179,1,0,1,1,2,1,0,1,1,0,2,31,1,1,8,20
6752,0,0,1,1,3,2,0,3,3,1,2,2,3,3,11,20
13861,0,0,1,0,3,3,0,3,3,1,1,2,3,3,11,6
26104,1,0,1,1,1,2,0,1,1,0,1,17,1,1,6,10
19992,1,0,1,0,2,1,0,3,3,0,2,2,3,3,7,6
34269,0,0,1,1,4,2,1,0,0,2,2,21,0,0,11,20
33626,0,0,1,1,5,2,0,2,2,0,3,3,2,2,14,27
17777,0,0,1,1,4,1,0,4,4,0,2,28,4,4,13,20
24043,0,0,1,1,1,1,0,0,0,4,1,1,0,0,2,14
19019,1,0,1,1,4,1,0,1,1,0,2,7,1,1,7,20
18298,1,0,1,1,3,1,0,0,0,0,3,17,0,0,8,10
17312,0,0,1,1,4,1,0,2,2,0,2,1,2,2,13,20
20599,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,32
17608,0,0,1,1,4,2,0,2,2,0,3,26,2,2,14,20
36721,0,0,1,1,5,2,0,1,1,0,1,13,1,1,3,9
958,0,0,0,1,3,1,0,3,3,2,2,31,3,3,10,20
3882,0,0,0,1,3,2,1,0,0,0,2,1,0,0,11,30
19587,1,0,1,1,4,1,0,3,3,1,1,21,3,3,9,13
32194,0,0,1,0,3,1,0,0,0,4,3,3,0,0,11,27
14622,1,0,1,1,1,1,0,0,0,0,2,17,0,0,6,10
18641,1,0,0,1,2,1,0,1,1,0,2,17,1,1,18,15
21311,1,0,1,1,2,1,0,2,2,0,2,17,2,2,18,15
9658,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,22
1422,0,0,1,1,1,1,0,3,3,3,3,2,3,3,11,6
25923,1,0,1,0,3,2,1,1,1,0,3,1,1,1,11,14
3341,0,0,1,1,2,1,0,3,3,0,2,3,3,3,11,27
39835,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
23621,1,0,1,1,2,1,0,1,1,0,2,15,1,1,8,20
5059,0,0,1,1,3,1,0,3,3,0,2,9,3,3,10,20
24734,0,0,1,1,1,1,0,0,0,4,1,31,0,0,2,20
36679,0,0,1,1,5,2,0,2,2,0,3,13,2,2,14,9
29181,0,0,1,1,3,2,0,3,3,0,3,2,3,3,14,6
22818,1,0,1,1,1,1,0,1,1,0,2,17,1,1,11,10
35125,0,0,1,1,4,1,0,0,0,4,2,1,0,0,2,14
10529,0,0,1,0,0,0,0,4,4,0,3,12,4,4,14,20
24222,0,0,0,1,3,1,0,3,3,0,3,2,3,3,14,3
21201,0,0,1,1,2,2,0,1,1,0,2,1,1,1,11,20
25983,0,0,1,0,2,2,0,2,2,0,3,3,2,2,14,27
39205,0,0,1,1,5,1,0,1,1,0,3,14,1,1,11,20
30102,0,0,1,1,1,2,0,3,3,0,3,13,3,3,14,26
11918,0,0,1,0,0,0,0,4,4,0,3,3,4,4,11,25
13894,0,0,1,0,2,2,0,2,2,0,1,3,2,2,11,25
16209,0,0,1,0,3,2,0,3,3,0,1,14,3,3,12,4
2984,0,0,1,1,2,2,0,1,1,0,3,3,1,1,14,27
28028,1,0,0,1,4,2,0,1,1,0,2,14,1,1,18,20
23864,0,0,1,1,5,1,1,4,4,0,1,13,4,4,13,26
7396,0,0,1,1,3,1,0,1,1,0,2,3,1,1,11,25
30640,0,0,1,0,4,1,0,1,1,0,3,13,1,1,14,26
10543,0,0,1,0,0,0,0,4,4,0,3,27,4,4,11,20
12472,0,0,1,1,0,0,0,4,4,0,1,16,4,4,11,20
18102,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
12721,0,0,1,1,0,0,0,4,4,0,2,28,4,4,11,12
29250,1,0,1,1,4,1,0,1,1,0,2,17,1,1,8,10
7325,0,0,1,1,3,2,0,2,2,0,2,3,2,2,11,25
38778,0,0,1,1,4,2,0,1,1,0,1,2,1,1,14,6
35414,0,0,1,1,5,1,0,4,4,2,2,28,4,4,11,12
13053,0,0,1,1,3,3,0,3,3,0,3,28,3,3,5,20
37492,0,0,1,1,4,1,0,3,3,0,2,1,3,3,3,30
33792,0,0,1,0,4,3,0,3,3,0,3,13,3,3,11,9
515,0,0,1,1,0,1,0,1,1,3,3,21,1,1,11,13
36631,0,0,1,1,5,1,0,0,0,0,1,2,0,0,3,18
30108,0,0,1,1,3,1,0,3,3,0,3,13,3,3,14,26
11568,1,0,1,1,0,0,0,4,4,0,1,18,4,4,11,20
24867,0,0,1,1,3,3,0,3,3,1,1,2,3,3,9,6
7755,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
23247,0,0,1,1,1,1,0,0,0,4,2,3,0,0,11,27
30480,0,0,1,0,3,3,0,3,3,0,3,1,3,3,5,30
4079,0,0,1,1,3,1,0,0,0,0,1,3,0,0,11,25
39219,0,0,0,1,3,1,0,3,3,0,3,2,3,3,1,6
35001,0,0,1,1,4,2,0,3,3,0,2,31,3,3,14,20
11451,0,0,1,1,0,0,0,4,4,0,3,3,4,4,11,25
17076,0,0,1,1,2,1,0,1,1,4,3,3,1,1,11,27
28156,1,0,1,1,2,1,0,1,1,0,3,31,1,1,8,20
12057,1,0,1,1,0,0,0,4,4,0,2,31,4,4,8,20
17412,1,0,1,1,2,1,0,3,3,0,2,17,3,3,18,15
38121,0,0,0,1,3,3,0,0,0,0,2,13,0,0,11,9
14228,1,0,1,2,4,1,0,3,3,2,3,21,3,3,9,13
2784,0,0,1,1,2,1,0,0,0,0,1,3,0,0,11,23
3103,0,0,1,1,2,1,0,0,0,0,3,17,0,0,11,15
498,0,0,1,1,3,1,0,0,0,0,2,3,0,0,11,20
25817,0,0,1,1,1,1,0,0,0,4,3,21,0,0,2,22
31919,0,0,1,1,5,1,0,0,0,0,2,13,0,0,13,9
21740,0,0,1,0,3,1,0,1,1,0,3,1,1,1,14,14
30214,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
12947,0,0,1,1,1,1,0,4,4,2,2,21,4,4,11,13
6899,0,0,1,1,1,1,0,3,3,4,3,3,3,3,11,27
29010,0,0,0,1,3,1,0,1,1,0,3,21,1,1,1,13
7630,1,0,0,1,0,0,0,4,4,0,3,1,4,4,14,20
6249,1,0,1,1,4,1,0,1,1,0,2,2,1,1,11,6
16183,1,0,0,1,2,1,0,1,1,0,2,17,1,1,18,15
18197,0,0,1,1,3,3,0,3,3,0,3,21,3,3,5,20
37562,1,1,1,1,2,1,0,1,1,1,2,21,1,1,11,13
33108,0,0,1,0,3,1,0,3,3,0,3,21,3,3,1,13
34915,0,0,1,1,4,1,0,3,3,0,3,2,3,3,14,3
7617,1,0,0,1,0,0,0,4,4,0,2,2,4,4,14,6
3891,0,0,1,1,4,1,0,3,3,0,3,13,3,3,14,26
28177,1,0,1,1,2,1,0,1,1,0,2,31,1,1,8,20
11637,0,0,1,1,0,0,0,4,4,0,3,1,4,4,11,30
10303,0,0,1,0,0,0,0,4,4,0,3,17,4,4,11,20
38048,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,20
6387,1,0,1,1,5,1,0,4,4,0,2,3,4,4,7,27
2436,1,0,1,0,2,2,1,0,0,0,3,1,0,0,11,30
26988,0,0,1,1,4,1,0,1,1,0,2,12,1,1,3,20
23754,0,0,1,1,2,3,0,1,1,0,3,13,1,1,14,26
18910,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
4805,0,0,1,1,1,1,1,3,3,0,1,28,3,3,11,20
3067,0,0,1,1,4,1,0,2,2,2,3,9,2,2,14,20
31199,0,0,1,1,3,2,0,1,1,2,2,21,1,1,17,20
28646,0,0,0,1,1,1,0,1,1,4,1,21,1,1,11,22
16646,0,0,1,1,3,3,0,3,3,0,3,17,3,3,5,10
23431,0,0,1,1,2,1,0,2,2,0,3,3,2,2,14,20
28351,0,0,1,0,3,3,0,1,1,0,3,13,1,1,5,26
38736,0,0,1,1,4,1,0,1,1,0,1,10,1,1,3,20
27953,0,0,0,1,3,1,0,1,1,0,3,21,1,1,14,13
16398,0,0,1,0,2,1,0,3,3,4,2,14,3,3,16,20
6077,0,0,1,1,1,1,0,0,0,4,2,2,0,0,2,20
37772,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,32
1089,0,0,0,1,1,1,0,3,3,4,2,3,3,3,11,27
18433,0,0,1,1,4,1,0,0,0,0,2,28,0,0,11,20
14725,0,0,1,0,2,1,0,3,3,0,2,28,3,3,16,20
27186,0,0,1,0,3,3,0,1,1,0,3,3,1,1,11,32
39735,0,0,1,1,3,1,0,3,3,0,3,14,3,3,11,20
17005,1,0,1,1,1,1,0,0,0,0,2,21,0,0,8,22
5369,0,0,1,1,3,1,0,4,4,0,2,28,4,4,10,12
32614,0,0,1,0,4,3,0,3,3,0,3,3,3,3,11,20
27946,0,0,0,1,4,2,0,3,3,2,2,21,3,3,17,20
18458,0,0,1,1,5,1,0,3,3,1,1,2,3,3,11,6
9422,0,0,1,1,0,0,0,4,4,0,2,1,4,4,10,24
20883,1,0,1,1,1,1,0,1,1,0,1,35,1,1,6,20
30866,0,0,1,1,5,1,0,4,4,0,1,13,4,4,13,0
5564,1,0,1,1,4,1,0,0,0,0,2,2,0,0,11,6
10133,0,0,1,1,0,0,0,4,4,0,2,17,4,4,11,20
39359,0,0,0,1,4,1,0,1,1,0,2,14,1,1,11,20
26081,1,0,1,0,3,1,1,1,1,0,3,1,1,1,11,14
2388,0,0,1,1,2,1,0,0,0,0,2,3,0,0,11,20
28215,1,0,1,1,4,2,0,0,0,0,2,17,0,0,18,15
31725,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
26810,0,0,1,1,3,2,0,1,1,0,2,31,1,1,14,20
563,1,0,0,1,5,1,0,0,0,0,2,3,0,0,11,27
29352,1,0,1,1,4,2,0,1,1,0,2,7,1,1,18,20
28055,1,0,1,1,4,2,0,0,0,0,2,17,0,0,18,15
31322,0,0,1,1,4,2,0,0,0,2,2,1,0,0,17,20
35070,0,0,1,1,4,1,0,0,0,4,1,16,0,0,11,20
10310,0,0,1,1,0,0,0,4,4,0,0,28,4,4,11,12
36091,0,0,1,1,4,1,0,3,3,0,3,2,3,3,3,18
5130,0,0,1,1,1,1,0,0,0,4,3,14,0,0,11,20
39980,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
12139,0,0,1,0,0,0,0,4,4,0,3,2,4,4,11,18
22524,0,0,1,0,3,3,0,3,3,0,3,12,3,3,5,20
39626,0,0,0,0,3,3,0,1,1,0,3,3,1,1,11,32
9741,1,0,1,1,0,0,0,4,4,0,2,21,4,4,11,20
17795,0,0,1,1,4,1,0,2,2,0,2,21,2,2,13,20
1768,0,0,1,1,0,1,0,0,0,0,3,13,0,0,2,26
11233,1,0,0,1,0,0,0,4,4,0,2,31,4,4,8,20
5867,1,0,1,1,4,1,0,2,2,0,2,7,2,2,11,20
6828,0,0,1,1,3,1,0,1,1,0,3,12,1,1,14,20
11613,0,0,1,1,0,0,0,4,4,0,0,9,4,4,11,20
2666,1,0,1,1,2,1,0,0,0,0,2,17,0,0,11,10
13384,0,0,0,1,3,2,0,2,2,0,3,1,2,2,14,14
19712,1,0,1,1,2,2,0,0,0,0,2,17,0,0,18,20
16167,0,0,1,1,2,1,0,3,3,0,3,28,3,3,14,20
29857,0,0,1,1,5,1,0,3,3,0,1,3,3,3,13,27
1859,0,0,1,1,4,1,0,0,0,0,3,31,0,0,11,20
10864,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,27
26971,0,0,0,1,3,1,0,1,1,0,2,1,1,1,3,30
23588,0,0,1,0,2,1,0,3,3,0,2,1,3,3,16,14
26977,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
31265,0,0,1,1,3,2,1,1,1,1,2,14,1,1,11,29
35813,0,0,0,1,3,1,0,1,1,0,3,14,1,1,1,29
7678,0,0,1,1,0,0,0,4,4,0,0,13,4,4,14,26
188,0,0,1,1,0,1,0,3,3,0,3,3,3,3,11,27
21430,1,0,1,1,5,1,0,2,2,0,2,1,2,2,7,20
29621,0,0,1,0,2,1,0,3,3,0,2,14,3,3,16,29
9037,1,0,0,1,0,0,0,4,4,0,1,28,4,4,11,12
39436,0,0,1,1,4,1,0,3,3,0,2,14,3,3,11,20
15208,0,0,1,1,3,2,1,3,3,0,3,14,3,3,12,20
17783,0,0,1,1,2,2,0,3,3,0,3,3,3,3,14,27
36042,1,1,1,2,4,2,1,4,4,0,1,33,4,4,11,20
20590,0,0,1,1,3,1,0,2,2,0,2,13,2,2,13,26
27943,0,0,1,1,4,2,0,3,3,2,1,21,3,3,17,20
8546,1,0,0,1,0,0,0,4,4,0,2,3,4,4,11,27
25647,0,0,1,1,1,1,0,2,2,4,1,3,2,2,2,27
34476,0,0,1,1,4,1,0,0,0,4,1,17,0,0,2,20
355,0,0,1,1,3,1,0,3,3,2,2,21,3,3,10,13
1219,1,0,1,1,5,1,0,2,2,0,2,1,2,2,11,20
25436,0,0,1,0,3,1,0,3,3,0,3,14,3,3,12,4
36418,0,0,1,1,4,2,0,3,3,0,3,13,3,3,14,9
5900,0,0,1,1,1,2,0,3,3,0,3,3,3,3,14,27
2281,0,0,0,1,1,2,0,0,0,0,1,13,0,0,6,26
7906,1,0,1,1,0,0,0,4,4,0,1,28,4,4,11,20
23355,1,0,0,1,1,1,0,1,1,0,2,3,1,1,11,25
39713,0,0,0,1,5,1,0,0,0,0,1,5,0,0,3,20
14352,0,0,1,1,3,3,0,3,3,0,3,17,3,3,11,10
31949,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
27661,0,0,1,1,3,3,0,1,1,0,3,28,1,1,5,20
9879,0,0,1,1,0,0,0,4,4,0,0,2,4,4,11,18
2725,1,0,1,1,1,1,0,1,1,0,2,17,1,1,6,10
14801,0,0,1,1,2,3,0,1,1,1,2,14,1,1,16,29
31535,1,0,1,0,3,2,1,3,3,0,3,1,3,3,12,14
11495,0,0,1,1,0,0,0,4,4,0,1,1,4,4,11,30
39165,0,0,1,1,3,1,0,0,0,0,3,1,0,0,1,14
7279,0,0,1,1,3,1,0,0,0,0,2,27,0,0,11,20
4644,0,0,1,1,3,1,0,2,2,0,2,17,2,2,11,20
12048,1,0,1,1,0,0,0,4,4,0,3,31,4,4,8,20
18105,1,0,1,1,2,2,0,0,0,0,2,17,0,0,18,15
30954,0,0,1,0,3,3,0,3,3,0,3,3,3,3,11,32
4108,1,0,1,1,4,1,0,4,4,0,2,21,4,4,11,13
2856,0,0,1,0,2,1,0,3,3,0,2,5,3,3,10,20
15468,1,0,1,1,4,1,0,3,3,1,1,28,3,3,9,12
15246,1,0,0,0,3,2,0,3,3,0,3,14,3,3,12,4
30079,0,0,1,1,3,2,1,1,1,1,3,14,1,1,11,29
28019,1,0,0,1,4,2,0,1,1,0,2,17,1,1,18,15
15694,0,0,1,0,3,2,1,3,3,0,3,26,3,3,12,20
39372,0,0,0,1,4,1,0,3,3,0,2,14,3,3,11,20
30906,0,0,1,1,4,2,1,1,1,1,2,14,1,1,11,20
26811,0,0,1,0,3,2,0,1,1,0,1,2,1,1,14,6
17655,1,0,1,1,4,1,0,3,3,1,1,3,3,3,9,27
22171,0,0,1,0,3,1,0,1,1,0,3,21,1,1,1,13
26490,0,0,1,1,2,2,0,3,3,0,3,3,3,3,14,27
18333,1,0,1,1,1,1,0,0,0,0,3,31,0,0,8,20
27778,1,0,1,1,2,1,0,1,1,0,2,3,1,1,11,23
38149,0,0,1,1,4,1,0,0,0,0,3,12,0,0,2,20
5904,1,0,1,1,4,1,0,2,2,0,3,21,2,2,11,13
26543,1,0,1,1,2,2,0,1,1,0,1,3,1,1,6,25
13437,0,0,1,1,1,1,0,3,3,4,3,12,3,3,11,20
20701,1,0,1,1,3,1,0,3,3,0,2,7,3,3,7,20
39865,0,0,1,1,3,1,0,0,0,0,3,3,0,0,11,20
19720,1,0,1,1,2,2,0,1,1,0,2,17,1,1,18,15
33599,0,0,1,1,3,2,0,1,1,0,3,14,1,1,14,29
14803,0,0,1,1,3,3,0,1,1,0,2,14,1,1,16,20
12581,0,0,1,1,0,0,0,4,4,0,3,17,4,4,11,20
4691,0,0,1,1,1,1,0,1,1,4,3,27,1,1,11,20
12234,0,0,1,1,0,0,0,4,4,0,3,16,4,4,11,20
29562,0,0,1,1,4,2,0,1,1,2,2,3,1,1,17,27
80,0,0,0,1,4,1,0,3,3,0,2,28,3,3,10,12
8848,1,0,1,1,0,0,0,4,4,0,0,1,4,4,11,24
35985,0,0,1,1,5,1,0,3,3,0,1,3,3,3,3,27
34781,0,0,1,1,4,1,0,3,3,0,3,3,3,3,3,27
34881,0,0,1,1,4,1,0,1,1,0,3,3,1,1,11,27
11178,0,0,0,1,0,0,0,4,4,0,0,21,4,4,11,20
1158,0,0,1,1,0,1,0,1,1,0,3,17,1,1,11,20
435,0,0,1,1,3,1,0,3,3,2,2,27,3,3,10,20
3047,1,0,1,1,5,1,0,1,1,0,2,1,1,1,11,20
26232,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
5067,0,0,1,1,3,1,0,1,1,0,2,28,1,1,11,12
25885,0,0,1,0,2,3,0,3,3,0,3,17,3,3,11,20
8128,0,0,1,1,0,0,0,4,4,0,3,1,4,4,11,24
27532,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
21473,1,0,1,1,1,1,0,1,1,0,3,31,1,1,8,20
25097,0,0,1,0,3,3,0,1,1,0,3,3,1,1,5,32
29479,0,0,1,1,4,2,0,1,1,2,1,21,1,1,17,20
4200,1,0,1,1,5,1,0,2,2,0,2,21,2,2,7,13
27363,0,0,1,1,5,1,0,2,2,0,1,3,2,2,13,27
6777,0,0,1,0,3,2,0,3,3,1,2,2,3,3,11,20
23496,0,0,1,1,4,2,0,2,2,0,3,13,2,2,14,26
4826,1,0,1,1,1,1,0,1,1,0,2,28,1,1,8,20
5605,0,0,1,1,3,1,0,1,1,0,3,26,1,1,14,20
8513,1,0,1,1,0,0,0,4,4,0,2,3,4,4,11,27
33302,0,0,1,1,4,1,0,1,1,1,2,14,1,1,11,29
36921,0,0,1,1,4,2,0,3,3,0,2,2,3,3,14,6
9069,1,0,0,1,0,0,0,4,4,0,2,21,4,4,11,13
27235,1,0,1,1,4,2,0,2,2,0,2,17,2,2,18,15
4326,0,0,1,1,1,2,0,0,0,0,2,2,0,0,11,20
21701,0,0,1,1,4,1,0,3,3,0,3,2,3,3,14,3
39508,0,0,1,1,4,1,0,1,1,0,3,14,1,1,11,20
12648,0,0,1,0,0,0,0,4,4,0,3,3,4,4,11,27
16103,0,0,1,1,2,2,0,4,4,0,1,3,4,4,11,27
6831,0,0,1,1,2,1,0,1,1,0,3,1,1,1,14,30
21630,1,0,1,1,2,1,0,1,1,0,2,17,1,1,18,15
3396,0,0,1,1,1,1,0,1,1,3,3,14,1,1,11,20
21592,0,0,1,0,4,1,0,3,3,4,3,2,3,3,1,6
3194,0,0,1,1,1,1,0,1,1,0,3,19,1,1,14,20
32311,0,0,1,1,4,1,0,1,1,4,2,14,1,1,16,20
12577,0,0,1,1,0,0,0,4,4,0,3,2,4,4,11,6
32197,0,0,1,1,4,2,0,0,0,0,3,1,0,0,11,20
19175,0,0,1,1,3,2,0,2,2,0,3,1,2,2,14,14
23233,0,0,0,1,5,1,0,0,0,4,3,21,0,0,11,22
18454,0,0,1,1,2,2,0,0,0,0,1,2,0,0,11,6
27734,1,0,1,1,1,1,0,1,1,0,3,1,1,1,11,20
8564,1,0,1,1,0,0,0,4,4,0,2,1,4,4,11,24
3752,1,0,1,1,5,1,0,4,4,0,3,12,4,4,9,20
13998,1,0,1,1,1,1,0,1,1,0,2,21,1,1,8,20
28723,0,0,1,1,1,1,0,2,2,4,1,21,2,2,2,13
11048,1,0,0,1,0,0,0,4,4,0,3,17,4,4,11,2
39830,0,0,1,1,4,1,0,1,1,0,2,14,1,1,11,20
24852,0,0,0,0,2,3,0,3,3,0,3,17,3,3,5,10
25574,0,0,0,1,4,2,0,1,1,2,2,21,1,1,17,20
13790,1,0,1,1,4,1,0,3,3,0,2,27,3,3,7,20
21895,0,0,1,0,2,3,0,3,3,0,3,3,3,3,5,32
14301,1,0,1,0,4,1,0,3,3,2,3,3,3,3,9,27
33233,0,0,1,1,3,1,0,1,1,0,3,2,1,1,1,6
22029,1,0,1,1,2,1,0,1,1,0,1,7,1,1,8,20
8574,1,0,1,1,0,0,0,4,4,0,2,6,4,4,11,20
1290,0,0,1,1,2,1,0,1,1,1,3,2,1,1,11,18
32773,0,0,1,1,3,2,0,1,1,0,3,1,1,1,11,20
39802,0,0,1,1,3,1,0,2,2,0,3,3,2,2,14,27
35773,0,0,1,0,3,3,0,3,3,0,3,3,3,3,5,32
33745,0,0,1,1,4,1,0,0,0,4,2,21,0,0,11,13
7232,0,0,1,1,2,2,0,3,3,0,3,2,3,3,14,18
8743,0,0,1,1,0,0,0,4,4,0,3,21,4,4,11,13
23763,0,0,1,1,3,1,0,1,1,0,3,2,1,1,11,6
34832,0,0,1,1,4,1,0,0,0,0,1,19,0,0,3,20
21017,0,0,1,2,2,2,0,3,3,0,2,14,3,3,14,20
8498,0,0,1,0,0,0,0,4,4,0,3,2,4,4,11,18
19825,1,0,1,1,2,2,0,2,2,0,2,17,2,2,18,15
27727,0,0,1,0,3,2,0,4,4,0,3,10,4,4,11,20
17267,0,0,1,1,2,2,0,3,3,0,3,1,3,3,14,14
5535,1,0,1,1,5,1,0,2,2,0,2,7,2,2,11,20
14243,0,0,1,1,2,2,0,2,2,0,1,3,2,2,11,25
19255,0,0,0,0,3,1,0,0,0,0,2,3,0,0,11,27
9776,0,0,1,0,0,0,0,4,4,0,3,2,4,4,11,6
25006,1,0,1,1,4,2,0,1,1,0,2,17,1,1,18,15
5086,1,0,1,1,3,1,0,0,0,0,1,3,0,0,11,27
6716,1,0,1,1,3,1,0,2,2,0,2,2,2,2,11,20
28241,0,0,1,0,3,3,0,3,3,0,3,13,3,3,5,26
26549,1,0,1,1,2,1,0,1,1,0,1,3,1,1,11,25
6440,0,0,1,1,1,1,0,2,2,4,3,12,2,2,2,20
28413,0,0,1,1,4,2,0,1,1,2,2,21,1,1,17,20
9493,1,0,1,1,0,0,0,4,4,0,1,3,4,4,11,25
18692,0,0,1,1,3,3,0,3,3,0,3,21,3,3,5,20
14415,0,0,1,1,3,3,0,1,1,1,2,21,1,1,16,13
12660,0,0,1,1,0,0,0,4,4,0,2,27,4,4,11,20
14563,0,0,1,1,2,2,0,1,1,4,1,21,1,1,11,20
21555,0,0,1,0,3,1,0,3,3,4,2,2,3,3,1,6
22604,0,0,1,0,3,1,0,3,3,4,2,3,3,3,16,27
17198,1,0,1,1,2,2,0,3,3,0,2,17,3,3,18,15
