,type,text
869,ham,ill b soon
870,ham,ok ya
871,ham,u predict wat time finish
872,ham,making sure speed
873,ham,cant da metric card u
874,ham,like talk pa able dont know
875,ham,hey thinking wat r u
876,ham,teach apps come
877,ham,da run activate version
878,ham,right pick open
879,ham,happen dear tell
880,ham,excellent thought misundrstud know u hate bt day wen know truth hate
881,ham,dunno mum lazy nova ask
882,ham,s like
883,ham,send new number
884,ham,ok chinese food fat paying
885,ham,opening room thanksgiving
886,ham,im thinking
887,ham,text restored
888,ham,blame day ur good day u bad day u essential god good
889,ham,dump mom decided come
890,ham,handle victoria island plus album
891,ham,sure mean hold weed
892,ham,slightly disastrous class pm far hope day coffee old good stay late time place
893,ham,know lacking particular detail worried
894,ham,ok problem c ing tomorrow tuesday think r going
895,ham,yo dude guess got arrested day
896,ham,y v got dat day u send da url cant work
897,ham,forgot tell u u like number section
898,ham,problem right away dont know
899,ham,life mean lot love love people world call
900,ham,hey saw came online second happened
901,ham,want inside outside
902,ham,big declare
903,ham,da bus going
904,ham,lol yep got icon sitting
905,ham,k head
906,ham,driving reach destination
907,ham,like touch easiest way way ru
908,ham,send mind time
909,ham,u free
910,ham,gonna ticos
911,ham,reached sch
912,ham,think waiting inform
913,ham,send number reply tomorrow morning said like ok
914,ham,uncle wish guy great
915,ham,apps time fault u told u twice
916,ham,oh unintentionally bad finger train play min
917,ham,thank better work cause feel
918,ham,drop tank
919,ham,squeezed buck dad
920,ham,dont search let love find thats called falling book u dont force u fall u know hold bslvyl
921,ham,leaving house
922,ham,mum ask u buy food
923,ham,short good dont try prove
924,ham,wet right
925,ham,wonder phone battery went dead tell love babe
926,ham,gun ming dear nice day
927,ham,water logging geoenvironmental
928,ham,gonna home soon want talk stuff anymore cried
929,ham,shall come pickle
930,ham,book going yoga basic
931,ham,babe talking think good missing love
932,ham,u noe wat time e place dat sell 4d
933,ham,ok arm feeling weak cup got shot time
934,ham,heat applied oil
935,ham,come medical college 7pm da
936,ham,thanks looking
937,ham,opinion ada kusruthi movable silent spl character matured stylish simple pls
938,ham,saturday sunday holiday
939,ham,hai juan pick phone
940,ham,ask roommate
941,ham,sent offline message know
942,ham,merry christmas love ya
943,ham,jun havent woke bit blur dad went cant cum
944,ham,got late way
945,ham,good day missing
946,ham,love u
947,ham,wen ur movable bus angry wid dot col angry d childish n true way showing deep care n kettoda nice day
948,ham,crucial c told
949,ham,dad say hurry hell
950,ham,hi drugdealer
951,ham,payasam ring brings
952,ham,taken shower yeah leave
953,ham,u drive
954,ham,letter copy co message speak soon
955,ham,bet brother chasing
956,ham,fyi gonna sporadically starting like bc doi
957,ham,home little bored
958,ham,sister going earn
959,ham,u got time
960,ham,got got lot model
961,ham,going film 2day sorry
962,ham,looking excuse
963,ham,eh sorry din c ur sad watching tv u
964,ham,yeah probe night obviously catching speak soon
965,ham,k sure relative sm
966,ham,small dose tablet fever
967,ham,lucky starring role like
968,ham,turning mom telling sister stop hurt u u love u
969,ham,oh baby come dont new picture facebook
970,ham,reach ur home minute
971,ham,r u willing
972,ham,shall ask thing dont mistake
973,ham,eeeeee funny tho
974,ham,went attend round reach
975,ham,love use lot baby
976,ham,pls help tell ashley cant find number oh
977,ham,yeah pretty best case scenario
978,ham,u think girl propose u today ur bloody face
979,ham,plz tell bslvyl sent
980,ham,chicken broth want raven know
981,ham,time let hug break
982,ham,dis jus saw ur case hunting havent sent u dis
983,ham,protect sib asks sensitive information like pin share password
984,ham,currently scotland
985,ham,search online let
986,ham,bus leaf
987,ham,live min
988,ham,stuff happens push understand cry sorry
989,ham,wat r u
990,ham,dude ive seeing gotta corvette lately
991,ham,love went day alright think sweet send bolt heart remind love hear streamed sea world ahmad al hallan loved owned passionate
992,ham,tell exact word right
993,ham,open rebel load plus sign user lower number pick number pin display
994,ham,apparently offs carly quick
995,ham,u wat eat
996,ham,ok lar double check da hair dressed said won cut v said cut look
997,ham,spend day waiting ideal path appear forget path
998,ham,wont touch
999,ham,dont know ask problem thing told
1000,ham,oh time u use type word
1001,ham,good good word ym smart slave drink coffee await
1002,ham,daddy bb
1003,ham,youdoing sar xxx
1004,ham,nice new shirt thing wear dist themed
1005,ham,r u scratching
1006,ham,tell friend come round til like
1007,ham,seriously spell
1008,ham,ela come wen ur
1009,ham,found way app eh net cafe goose need grave
1010,ham,sort town dont rush eating let know
1011,ham,work week
1012,ham,yo guess dropped
1013,ham,watch residing
1014,ham,good morning mr london ya
1015,ham,ooooooh forgot tell u ville phone
1016,ham,registered log enter urn beware share disclose urn
1017,ham,idp linux
1018,ham,case u r coming coaching pls u shall reach tell day u r engaged an
1019,ham,flash care
1020,ham,oh way food want meal
1021,ham,come normally bath da afternoon
1022,ham,lol despite camp like
1023,ham,u having lunch
1024,ham,happy saying
1025,ham,girl load money ebay thanks
1026,ham,no id reacting
1027,ham,lol thanks thinking
1028,ham,think week
1029,ham,new argument win d loses dont argue ur friend kick
1030,ham,good repair reason
1031,ham,uncle checking rewarding month
1032,ham,forwarding message proof
1033,ham,u phone gonna die stay
1034,ham,uncle need movie guide plus know torrent particularly legal system slowing gr8 plus started co dont meet honey
1035,ham,guy know breathing neck able half track usf
1036,ham,pls find sell predicted time important reply monday
1037,ham,hi find got great escape
1038,ham,skie mu use e
1039,ham,nw came hme
1040,ham,girl waiting reception
1041,ham,unfortunately found pick sister airport evening think going try th
1042,ham,sister cleared round birth soft
1043,ham,hey come use
1044,ham,doc prescribed morphine cause pain men waiting mom bring med kick fast gonna try later
1045,ham,saw tot din c found group
1046,ham,good thing getting connection bw
1047,ham,text carlos let hang
1048,ham,thing wrong panic start going bout good
1049,ham,tonight catching new number
1050,ham,tell plus going stop run
1051,ham,tee hee
1052,ham,leave u
1053,ham,place man
1054,ham,way long dry spell season
1055,ham,happy new year dear miss got number decided send text wishing viola
1056,ham,u attending da
1057,ham,xavier decided second warning samantha coming playing guitar impress think doug realizes live anymore
1058,ham,went game dress shop
1059,ham,chat fact need money raise
1060,ham,mean fat head
1061,ham,texting driving
1062,ham,ha ha ha good girl situation
1063,ham,love hope dare sell pc phone
1064,ham,sure night know noon menu
1065,ham,holy living christ taking long
1066,ham,nah think go life
1067,ham,walk julianaland oblivious going thing constantly ear want know listen tell going upset want surprised
1068,ham,leg neck killing amino hoping end night think swing like
1069,ham,hadith surely pick competition
1070,ham,ya slow poo
1071,ham,hi email address changed
1072,ham,love wine dine
1073,ham,time u
1074,ham,sound posted
1075,ham,called said choose
1076,ham,text way
1077,ham,open come flowing dream world half chore time joy lot tv show guess like thing like hail time
1078,ham,u ask sat ok
1079,ham,finally match heading draw
1080,ham,simply sitting watching match
1081,ham,world suffers violence bad silence good gun
1082,ham,holly later
1083,ham,collect ur
1084,ham,sell ton sell coin money life
1085,ham,pool money buy bunch motto win u
1086,ham,said dont slipper
1087,ham,paid new air1 hav2hear u sn xxxx
1088,ham,hey charles sorry late
1089,ham,eat brick wait ur monkey u
1090,ham,parked coming today
1091,ham,sch fr dun da book
1092,ham,way going
1093,ham,dont pack buy pack pack gary 9ja
1094,ham,dont ne plan nxt wind col want come ok
1095,ham,num ur
1096,ham,love want hold strong arm right
1097,ham,exact intention
1098,ham,tee cherry bye
1099,ham,think chennai
1100,ham,hey sexy word morning ym think
1101,ham,yup studying surfing e lazy mode
1102,ham,mm ask come
1103,ham,ujhhhhhhh computer shipped address santiago parantella
1104,ham,stuck da middle da row da right hand da
1105,ham,li bored da lecturer repeating week stuff waste
1106,ham,getting hanging
1107,ham,friend help stupid suggestion land problem help fort previous problem
1108,ham,cant wait photo
1109,ham,friend priest
1110,ham,got new job bar airport satsgettin hour mean lie touch
1111,ham,know texting
1112,ham,going quit hui working till end month
1113,ham,stop told returned saying order
1114,ham,sent jd customer service cum account executive ur mail detail contact
1115,ham,jay bickering tell x totally messing chord speak
1116,ham,painful thought happy toughest thing toughest acting happy spoken pain
1117,ham,pls pls drink plenty plenty water
1118,ham,thats going ruin
1119,ham,got ma radio
1120,ham,superb grateful u dont u mean u opportunity happier tomorrow u
1121,ham,care n soon
1122,ham,cup going got way contact
1123,ham,join bus
1124,ham,said let
1125,ham,storming wen u lift d u hello u know wt d real meaning d u know dat margaret hello d girlfriend f grahmbell invited 4get d bt g o o d n g h t
1126,ham,jus finish
1127,ham,submitting da project tmr
1128,ham,think fixed send test
1129,ham,thank want nice juicy
1130,ham,cab pick drop door
1131,ham,u sick
1132,ham,yesterday going
1133,ham,avatar supposed subtitle
1134,ham,best line said wait till day forget u day u realize u forget gn
1135,ham,smile right world wonder smiling think crazy away
1136,ham,yeah mma come cause jay want drug
1137,ham,wall safe getting find care break wall
1138,ham,sef dey laugh darling
1139,ham,ok treat
1140,ham,right date straight dogg
1141,ham,letter expecting orange bill orange
1142,ham,dying man feel sad wanted know probably gone late night
1143,ham,hi baby im cruising girl friend r u hour home thats alright font font love jenny xxx
1144,ham,sha n fun bar town sound
1145,ham,life wen v life wen v miss real value people wil realized gun ming
1146,ham,knew u slept v late wake
1147,ham,usual vijay film
1148,ham,telling real valentine u pick
1149,ham,webpage s
1150,ham,sorry din lock
1151,ham,u going ikea str aft
1152,ham,packing car let know room
1153,ham,merry christmas u
1154,ham,thank love
1155,ham,oh thought meant mary
1156,ham,yeah unlimited
1157,ham,hi baby im sat bloody bus mo wont home wanna later orbit jess xx
1158,ham,maybe book tomo return immediately
1159,ham,note thats nap
1160,ham,hurry like day
1161,ham,idc weakening way twice row
1162,ham,hello cake test
1163,ham,won believe u nova c e msg sent
1164,ham,site simulate give tough question test
1165,ham,text way cup stop bus
1166,ham,doesnt need
1167,ham,r u
1168,ham,news passing weed week andres haughaighgtujhyguj
1169,ham,u come n search tat
1170,ham,normally use drink water
1171,ham,hi babe thanks coming didnt wanted hope soon love kiss xxx
1172,ham,happy valentine day know early hundred handsome beauty thought finish county uncle
1173,ham,yeah able text ready meet
1174,ham,lol u come
1175,ham,decided eh
1176,ham,ok ill tell company
1177,ham,need come home good
1178,ham,shall tip got drop let town maybe mum
